ovr,acceleration,long_passing,shot_power,weight,reactions,club,volleys,ball_control,height,team_uid,team_id,jumping,player_id,agility,long_shots,short_passing,wage,strength,name,sprint_speed,age,club_id,curve,value,stamina,fk_accuracy,potential,heading_accuracy,crossing,position,finishing,balance,starting,dribbling
79,91,64,74,71,78,Borussia Dortmund,,82,175,1353-10-156090,1353,,164994,,64,72,0,71,jakub-blaszczykowski,93,23,22,,0,77,61,85,48,77,MID,65,,true,84
72,73,59,86,84,62,Poland,,70,185,1353-10-156090,1353,,121627,,82,68,0,82,mariusz-lewandowski,60,30,1353,,0,82,30,74,82,43,MID,65,,true,60
73,52,68,66,81,76,AEK Athens,,79,186,1353-10-156090,1353,,152831,,62,69,0,64,roger,62,27,278,,0,69,55,78,71,64,MID,66,,true,82
77,73,89,82,72,67,LOSC Lille,,84,174,1353-10-156090,1353,,138066,,76,79,0,53,ludovic-obraniak,75,24,65,,0,68,82,81,56,79,MID,68,,true,78
76,77,57,84,74,82,AJ Auxerre,,74,184,1353-10-156090,1353,,148557,,53,71,0,70,ireneusz-jelen,78,28,57,,0,72,56,84,74,64,ATT,82,,true,73
73,76,48,80,72,66,Poland,,72,180,1353-10-156090,1353,,105827,,66,69,0,62,pawel-brozek,69,26,1353,,0,70,50,79,59,69,ATT,83,,true,74
75,50,26,25,84,71,Manchester United,15,26,190,1353-11-156279,1353,69,101473,52,23,25,0,60,tomasz-kuszczak,53,28,11,12,0,57,12,80,15,15,DEF,14,55,true,11
65,67,57,32,75,59,Lech Poznań,33,54,184,1353-11-156279,1353,67,152950,50,56,56,0,71,grzegorz-wojtkowiak,66,26,873,51,0,88,43,68,71,56,DEF,34,63,true,49
73,70,63,74,78,66,MKE Ankaragücü,55,57,183,1353-11-156279,1353,64,15390,65,56,62,0,75,michal-zewlakow,74,34,101007,62,0,74,76,75,73,61,DEF,44,67,true,55
67,61,35,17,80,62,Palermo,14,47,190,1353-11-156279,1353,68,190547,54,12,44,0,82,kamil-glik,63,22,1843,14,0,71,31,75,71,23,DEF,11,76,true,17
65,75,61,38,71,38,AJ Auxerre,59,62,182,1353-11-156279,1353,72,148756,43,45,55,0,73,dariusz-dudka,77,26,57,42,0,69,37,73,69,69,MID,48,64,true,67
77,90,63,74,71,75,Borussia Dortmund,75,79,175,1353-11-156279,1353,55,164994,82,64,72,0,71,jakub-blaszczykowski,91,24,22,73,0,73,56,83,46,76,MID,58,73,true,82
71,62,52,63,86,60,Polonia Warszawa,47,56,190,1353-11-156279,1353,66,172756,57,58,61,0,79,tomasz-jodlowiec,65,25,1570,37,0,65,43,78,76,34,DEF,36,62,true,42
78,76,89,82,72,71,LOSC Lille,79,84,174,1353-11-156279,1353,40,138066,75,76,79,0,60,ludovic-obraniak,75,25,65,79,0,68,82,81,56,79,MID,71,65,true,78
71,86,54,55,67,73,Lech Poznań,64,67,174,1353-11-156279,1353,54,148564,71,70,67,0,48,slawomir-peszko,84,25,873,66,0,63,61,74,34,74,MID,59,47,true,72
81,84,71,84,74,83,AJ Auxerre,82,74,184,1353-11-156279,1353,75,148557,79,81,72,0,73,ireneusz-jelen,87,29,57,64,0,67,57,85,74,65,ATT,89,74,true,73
76,81,40,77,76,76,Borussia Dortmund,75,77,183,1353-11-156279,1353,74,188545,76,68,68,0,72,robert-lewandowski,77,21,22,67,0,71,33,85,75,52,ATT,82,70,true,74
79,50,35,34,84,80,Arsenal,13,21,195,1353-12-156644,1353,75,186153,55,13,31,0,61,wojciech-szczesny,40,21,1,15,0,38,13,84,15,11,DEF,11,46,true,10
72,73,62,33,76,61,Lech Poznań,33,59,184,1353-12-156644,1353,64,152950,75,56,68,0,69,grzegorz-wojtkowiak,75,27,873,51,0,83,43,73,73,57,DEF,34,64,true,51
68,68,41,68,86,55,Polonia Warszawa,48,61,190,1353-12-156644,1353,51,172756,40,57,64,0,87,tomasz-jodlowiec,83,26,1570,36,0,79,42,73,64,35,DEF,33,42,true,50
72,44,61,56,78,63,Poland,51,68,186,1353-12-156644,1353,57,19687,54,59,64,0,76,arkadiusz-glowacki,40,32,1353,51,0,61,64,72,74,59,DEF,41,56,true,56
71,76,64,57,85,62,Legia Warszawa,47,63,188,1353-12-156644,1353,47,153004,68,56,64,0,86,jakub-wawrzyniak,85,27,1871,53,0,83,36,71,68,68,DEF,32,49,true,64
71,79,63,74,76,74,Lech Poznań,59,72,175,1353-12-156644,1353,76,165724,78,76,74,0,64,rafal-murawski,78,29,873,66,0,73,58,73,61,74,MID,56,77,true,75
72,74,72,76,73,72,1. FC Köln,64,72,183,1353-12-156644,1353,72,192471,72,76,73,0,68,adam-matuschyk,70,22,31,43,0,77,54,77,66,58,MID,63,73,true,71
77,90,63,77,71,74,Borussia Dortmund,76,76,175,1353-12-156644,1353,64,164994,80,64,74,0,67,jakub-blaszczykowski,92,25,22,73,0,75,67,79,46,74,MID,53,76,true,81
77,74,80,80,72,73,LOSC Lille,79,75,174,1353-12-156644,1353,52,138066,73,76,78,0,67,ludovic-obraniak,80,26,65,83,0,71,80,80,56,79,MID,71,76,true,78
74,77,78,68,70,68,Poland,61,77,176,1353-12-156644,1353,68,162280,74,77,76,0,53,adrian-mierzejewski,78,24,1353,67,0,69,66,80,42,72,MID,67,73,true,75
77,79,43,81,78,75,Borussia Dortmund,75,78,184,1353-12-156644,1353,82,188545,71,74,75,0,75,robert-lewandowski,80,22,22,67,0,74,33,81,78,59,ATT,75,74,true,76
76,57,33,21,88,73,PSV,12,27,195,1353-13-157186,1353,75,176094,65,12,31,0,70,przemyslaw-tyton,49,25,247,10,0,52,14,82,13,11,DEF,13,37,true,14
82,83,68,74,78,82,Borussia Dortmund,67,74,184,1353-13-157186,1353,73,173771,69,63,78,0,78,lukasz-piszczek,86,27,22,73,0,86,44,83,74,85,DEF,64,74,true,75
72,48,53,78,88,61,RSC Anderlecht,36,53,186,1353-13-157186,1353,59,148569,43,53,61,0,88,marcin-wasilewski,56,32,229,38,0,76,48,72,81,66,DEF,46,48,true,38
75,52,60,50,80,60,Torino,26,48,190,1353-13-157186,1353,78,190547,54,27,55,0,84,kamil-glik,58,24,54,24,0,55,31,78,74,23,DEF,21,42,true,30
69,79,64,57,85,66,Legia Warszawa,47,59,188,1353-13-157186,1353,47,153004,68,56,58,0,76,jakub-wawrzyniak,80,28,1871,53,0,84,36,69,68,63,DEF,30,50,true,58
75,64,74,72,85,76,Stade de Reims,39,72,186,1353-13-157186,1353,74,197242,62,69,76,0,83,grzegorz-krychowiak,60,22,379,45,0,82,58,82,76,58,MID,36,69,true,48
74,65,72,76,73,76,TSG 1899 Hoffenheim,66,72,183,1353-13-157186,1353,72,165174,63,70,74,0,75,eugen-polanski,66,26,10029,73,0,79,70,78,64,66,MID,52,67,true,65
81,92,66,82,71,78,Borussia Dortmund,81,79,175,1353-13-157186,1353,65,164994,82,74,80,0,69,jakub-blaszczykowski,94,26,22,74,0,78,68,83,47,79,MID,65,78,true,82
74,88,70,78,75,68,Poland,65,74,177,1353-13-157186,1353,62,177922,83,69,74,0,64,kamil-grosicki,90,24,1353,63,0,67,54,77,69,76,ATT,76,71,true,77
80,73,79,80,72,76,FC Girondins de Bordeaux,79,80,174,1353-13-157186,1353,52,138066,73,80,83,0,65,ludovic-obraniak,74,27,59,83,0,75,80,82,63,79,MID,76,80,true,75
85,82,43,81,78,87,Borussia Dortmund,83,86,184,1353-13-157186,1353,85,188545,80,76,80,0,79,robert-lewandowski,82,23,22,67,0,74,33,86,83,59,ATT,85,78,true,82
76,41,33,38,87,71,Southampton,25,26,193,1353-14-157655,1353,75,105846,40,25,24,40K,69,artur-boruc,46,33,17,25,1.6M,31,25,76,25,25,DEF,25,40,true,25
83,83,69,76,78,83,Borussia Dortmund,66,77,184,1353-14-157655,1353,74,173771,69,65,77,120K,80,lukasz-piszczek,85,28,22,75,8.4M,87,44,83,74,85,DEF,64,73,true,75
78,50,58,56,80,78,Torino,22,56,190,1353-14-157655,1353,69,190547,34,25,60,50K,83,kamil-glik,55,25,54,24,6.6M,55,31,79,78,30,DEF,21,45,true,40
69,75,51,30,81,59,Modena,48,55,184,1353-14-157655,1353,85,189118,65,25,45,15K,81,thiago-rangel-cionek,79,27,1744,45,900K,75,34,75,61,49,DEF,25,60,true,35
68,65,61,57,85,60,Amkar Perm,47,59,188,1353-14-157655,1353,47,153004,68,56,60,10K,74,jakub-wawrzyniak,73,29,110234,53,500K,84,36,68,68,67,DEF,30,50,true,64
66,70,66,69,86,55,Legia Warszawa,47,63,190,1353-14-157655,1353,68,172756,42,58,65,6K,86,tomasz-jodlowiec,53,27,1871,55,350K,81,42,66,74,60,MID,33,41,true,62
77,54,75,73,83,76,Stade de Reims,39,72,186,1353-14-157655,1353,74,197242,58,70,77,65K,90,grzegorz-krychowiak,62,23,379,45,6.8M,82,61,82,78,58,MID,41,71,true,51
71,91,62,71,60,66,Club Brugge KV,61,71,175,1353-14-157655,1353,60,199861,92,58,64,25K,32,waldemar-sobota,90,26,231,51,1.4M,72,52,72,55,65,ATT,64,83,true,74
73,88,63,74,75,66,Terek Grozny,70,76,173,1353-14-157655,1353,72,186347,70,70,69,55K,58,maciej-rybus,83,23,110109,76,4.6M,65,77,80,34,76,MID,75,82,true,75
72,72,74,65,73,68,PEC Zwolle,58,77,181,1353-14-157655,1353,64,192955,66,66,80,5K,66,mateusz-klich,68,23,1914,68,3.4M,78,65,75,47,57,MID,64,69,true,71
86,81,65,81,78,87,Borussia Dortmund,82,86,184,1353-14-157655,1353,84,188545,80,80,82,195K,81,robert-lewandowski,81,24,22,75,60M,76,66,89,83,62,ATT,87,82,true,84
77,50,31,25,83,70,Swansea City,25,21,190,1353-15-158005,1353,68,164835,52,25,25,50K,65,lukasz-fabianski,47,29,1960,25,5.5M,25,25,77,25,25,DEF,25,44,true,25
72,88,58,65,80,76,1. FC Köln,57,71,184,1353-15-158005,1353,61,204687,76,67,70,20K,72,pawel-olkowski,87,24,31,52,2.3M,88,35,78,54,75,DEF,48,65,true,71
71,62,62,63,90,61,Poland,27,54,198,1353-15-158005,1353,70,158849,50,27,64,20K,88,lukasz-szukala,67,30,1353,33,1.1M,75,39,71,76,47,DEF,27,52,true,38
80,55,57,57,80,77,Torino,25,55,190,1353-15-158005,1353,79,190547,33,20,59,60K,88,kamil-glik,59,26,54,24,11M,69,26,82,86,24,DEF,25,45,true,34
67,65,61,57,85,60,Lechia Gdańsk,47,59,188,1353-15-158005,1353,47,153004,64,56,60,3K,74,jakub-wawrzyniak,68,30,111091,53,500K,84,36,67,71,67,DEF,30,59,true,66
80,55,80,80,85,77,Sevilla FC,40,73,186,1353-15-158005,1353,75,197242,59,70,79,60K,92,grzegorz-krychowiak,63,24,481,46,10M,82,62,84,83,59,MID,42,52,true,52
69,70,67,70,86,58,Legia Warszawa,47,65,190,1353-15-158005,1353,70,172756,37,62,70,10K,87,tomasz-jodlowiec,53,28,1871,55,800K,81,42,69,74,60,MID,33,41,true,64
74,87,68,73,75,68,Stade Rennais FC,65,73,177,1353-15-158005,1353,62,177922,80,69,72,55K,64,kamil-grosicki,87,26,74,63,4.3M,67,54,76,68,74,ATT,70,70,true,73
73,89,63,74,75,66,Terek Grozny,70,76,173,1353-15-158005,1353,72,186347,70,70,69,45K,58,maciej-rybus,83,24,110109,76,2.7M,65,77,77,34,76,MID,75,82,true,75
74,74,54,81,78,70,Ajax,66,69,186,1353-15-158005,1353,77,205175,70,72,66,25K,74,arkadiusz-milik,76,20,245,70,3.3M,77,67,83,74,57,ATT,80,63,true,69
87,79,66,84,79,88,FC Bayern München,82,87,185,1353-15-158005,1353,83,188545,80,80,83,205K,79,robert-lewandowski,81,25,21,77,44M,75,68,89,83,62,ATT,88,81,true,84
78,50,32,14,83,71,Swansea City,17,22,190,1353-16-158159,1353,68,164835,52,20,20,50K,65,lukasz-fabianski,47,30,1960,18,7M,25,12,78,11,14,DEF,13,44,true,14
81,75,68,76,79,81,Borussia Dortmund,66,76,184,1353-16-158159,1353,75,173771,67,68,75,90K,79,lukasz-piszczek,82,30,22,73,11.5M,79,47,81,74,81,DEF,61,67,true,74
71,39,63,64,90,62,Osmanlıspor,28,55,198,1353-16-158159,1353,40,158849,42,28,64,2K,92,lukasz-szukala,48,31,112958,34,1.1M,67,40,71,76,48,DEF,28,31,true,39
82,59,59,57,80,76,Torino,17,59,190,1353-16-158159,1353,79,190547,33,20,59,100K,88,kamil-glik,65,27,54,35,19M,69,26,84,88,29,DEF,11,55,true,51
75,89,64,75,75,67,Terek Grozny,65,77,173,1353-16-158159,1353,72,186347,77,71,70,45K,58,maciej-rybus,83,25,110109,77,5M,65,78,79,35,77,MID,76,82,true,76
68,65,66,65,69,71,Wisła Kraków,23,65,175,1353-16-158159,1353,74,174669,76,59,71,10K,50,krzysztof-maczynski,47,28,1873,68,825K,75,66,68,55,66,MID,38,75,true,63
82,66,85,81,85,80,Sevilla FC,40,77,186,1353-16-158159,1353,75,197242,59,70,81,110K,92,grzegorz-krychowiak,73,25,481,46,21.5M,79,62,86,83,59,MID,42,52,true,63
80,83,73,77,77,81,Fiorentina,81,81,176,1353-16-158159,1353,64,164994,81,70,80,60K,72,jakub-blaszczykowski,82,29,110374,78,13M,75,67,80,49,81,MID,69,80,true,82
74,85,69,79,78,70,Stade Rennais FC,69,74,180,1353-16-158159,1353,62,177922,80,70,70,50K,64,kamil-grosicki,88,27,74,64,3.9M,62,55,76,69,75,ATT,71,70,true,74
77,73,62,83,78,74,Ajax,75,71,186,1353-16-158159,1353,62,205175,69,77,62,60K,74,arkadiusz-milik,75,21,245,71,10M,77,74,84,73,58,ATT,83,63,true,71
87,79,65,84,79,88,FC Bayern München,82,87,185,1353-16-158159,1353,83,188545,78,80,82,230K,81,robert-lewandowski,81,26,21,77,53.5M,79,68,88,83,62,ATT,89,78,true,84
80,50,32,14,83,71,Swansea City,17,22,190,1353-17-158729,1353,68,164835,52,20,20,30K,65,lukasz-fabianski,47,31,1960,18,11M,25,12,80,11,14,DEF,13,44,true,14
83,75,69,77,78,82,Borussia Dortmund,67,76,184,1353-17-158729,1353,76,173771,67,68,78,90K,79,lukasz-piszczek,80,31,22,76,14.5M,79,47,83,74,85,DEF,65,67,true,74
84,56,59,57,80,78,AS Monaco,17,59,190,1353-17-158729,1353,81,190547,33,20,63,130K,88,kamil-glik,63,28,69,35,23M,72,26,84,84,29,DEF,11,55,true,51
76,70,64,64,78,73,Legia Warszawa,41,63,181,1353-17-158729,1353,80,185010,63,55,66,70K,80,michal-pazdan,50,28,1871,48,4.1M,74,41,76,70,53,DEF,35,69,true,49
75,74,67,71,82,65,Legia Warszawa,52,70,188,1353-17-158729,1353,72,177790,64,39,69,50K,76,artur-jedrzejczyk,72,28,1871,47,3.1M,88,34,75,73,70,DEF,48,62,true,63
78,77,70,77,77,77,VfL Wolfsburg,77,79,176,1353-17-158729,1353,64,164994,79,70,78,60K,72,jakub-blaszczykowski,77,30,175,75,7.5M,75,67,78,48,76,MID,68,80,true,78
82,65,83,81,85,77,Paris Saint-Germain,40,75,186,1353-17-158729,1353,75,197242,59,70,79,110K,92,grzegorz-krychowiak,71,26,73,46,20M,77,62,84,83,59,MID,42,52,true,63
79,83,77,76,75,76,Napoli,70,83,180,1353-17-158729,1353,55,210406,77,75,81,50K,55,piotr-zielinski,83,22,48,80,14M,77,65,86,52,77,MID,64,76,true,82
77,85,72,79,78,70,Hull City,69,78,180,1353-17-158729,1353,62,177922,80,74,75,25K,64,kamil-grosicki,90,28,1952,64,6.5M,62,55,77,69,79,MID,75,70,true,76
79,73,62,83,78,75,Napoli,76,76,186,1353-17-158729,1353,62,205175,69,78,63,70K,74,arkadiusz-milik,75,22,48,71,15M,77,74,86,74,58,ATT,84,63,true,71
90,79,65,86,79,88,FC Bayern München,86,87,185,1353-17-158729,1353,84,188545,78,82,83,210K,84,robert-lewandowski,82,27,21,77,71M,79,76,90,85,62,ATT,91,79,true,85
80,50,32,14,83,71,Swansea City,17,22,190,1353-18-158904,1353,68,164835,52,20,20,60K,65,lukasz-fabianski,47,32,1960,18,8.5M,25,12,80,11,14,DEF,13,44,true,14
83,73,69,77,79,82,Borussia Dortmund,67,76,184,1353-18-158904,1353,76,173771,66,68,78,66K,79,lukasz-piszczek,84,32,22,80,14.5M,78,47,83,74,86,DEF,65,66,true,74
85,53,59,57,80,79,AS Monaco,17,59,190,1353-18-158904,1353,82,190547,34,20,63,60K,90,kamil-glik,58,29,69,35,30M,72,26,85,85,29,DEF,27,55,true,51
76,56,64,64,78,73,Legia Warszawa,41,63,181,1353-18-158904,1353,93,185010,63,55,66,13K,80,michal-pazdan,50,29,1871,48,6M,74,41,76,70,53,DEF,35,69,true,49
71,78,64,75,75,69,Lokomotiv Moscow,65,70,173,1353-18-158904,1353,74,186347,76,71,73,25K,60,maciej-rybus,76,27,100765,77,2M,77,76,71,52,74,DEF,66,79,true,73
71,90,56,74,70,73,Lech Poznań,56,66,176,1353-18-158904,1353,79,200461,77,68,69,8K,61,maciej-makuszewski,87,27,873,61,2.5M,79,58,71,45,65,MID,67,83,true,67
74,66,72,68,69,74,Legia Warszawa,34,72,175,1353-18-158904,1353,73,174669,82,68,78,10K,61,krzysztof-maczynski,66,30,1871,72,4.2M,78,66,74,57,69,MID,41,76,true,73
80,82,77,76,75,76,Napoli,70,84,180,1353-18-158904,1353,54,210406,77,75,81,64K,54,piotr-zielinski,83,23,48,80,20.5M,75,65,87,52,77,MID,64,76,true,84
75,89,71,74,78,70,Hull City,72,74,180,1353-18-158904,1353,62,177922,80,71,71,13K,66,kamil-grosicki,81,29,1952,68,6.5M,66,64,75,69,73,MID,72,70,true,76
79,70,62,83,78,75,Napoli,76,76,186,1353-18-158904,1353,62,205175,68,80,63,71K,71,arkadiusz-milik,75,23,48,71,18M,75,74,86,75,58,ATT,86,63,true,71
91,79,65,88,79,91,FC Bayern München,87,89,185,1353-18-158904,1353,84,188545,78,83,83,355K,84,robert-lewandowski,83,28,21,77,92M,79,84,91,85,62,ATT,91,80,true,85
83,51,36,15,90,81,Juventus,14,22,195,1353-18-159068,1353,71,186153,55,14,32,90K,65,wojciech-szczesny,47,27,45,16,21M,45,14,85,16,12,DEF,12,51,true,11
83,75,69,77,79,82,Borussia Dortmund,67,76,184,1353-18-159068,1353,76,173771,66,68,78,66K,79,lukasz-piszczek,84,32,22,80,14.5M,78,47,83,74,86,DEF,65,66,true,74
84,53,59,57,80,79,AS Monaco,17,59,190,1353-18-159068,1353,82,190547,34,20,63,60K,90,kamil-glik,58,29,69,35,24M,72,26,84,85,29,DEF,27,55,true,51
76,56,63,62,78,75,Legia Warszawa,41,63,181,1353-18-159068,1353,90,185010,60,49,66,13K,78,michal-pazdan,50,29,1871,48,6M,71,41,76,70,47,DEF,35,69,true,47
73,85,63,63,77,74,Sampdoria,59,70,183,1353-18-159068,1353,70,199763,76,57,71,26K,74,bartosz-bereszynski,87,24,1837,58,4.2M,82,50,76,59,66,DEF,57,72,true,67
79,61,80,81,85,75,West Bromwich Albion,40,77,186,1353-18-159068,1353,74,197242,59,69,79,81K,83,grzegorz-krychowiak,68,27,109,52,12M,75,62,80,80,59,MID,42,52,true,63
71,66,69,68,69,72,Legia Warszawa,34,70,175,1353-18-159068,1353,73,174669,75,68,72,7K,61,krzysztof-maczynski,66,30,1871,72,1.8M,78,66,71,57,69,MID,41,76,true,67
75,75,65,76,77,77,VfL Wolfsburg,76,77,176,1353-18-159068,1353,64,164994,77,68,76,51K,71,jakub-blaszczykowski,75,31,175,75,6M,69,67,75,48,75,MID,67,80,true,76
74,87,71,74,78,70,Hull City,72,74,180,1353-18-159068,1353,52,177922,80,72,71,13K,66,kamil-grosicki,81,29,1952,68,5.5M,64,64,74,69,72,MID,71,70,true,71
80,82,77,76,75,76,Napoli,70,84,180,1353-18-159068,1353,54,210406,77,75,81,64K,54,piotr-zielinski,83,23,48,80,20.5M,75,65,87,52,77,MID,64,76,true,84
91,79,65,88,79,91,FC Bayern München,89,89,185,1353-18-159068,1353,84,188545,78,84,85,355K,84,robert-lewandowski,79,28,21,77,92M,79,84,91,85,62,ATT,91,80,true,85
84,51,36,15,90,82,Juventus,14,22,195,1353-19-159296,1353,71,186153,55,14,32,115K,65,wojciech-szczesny,47,28,45,16,26M,45,14,86,16,12,DEF,12,51,true,11
74,85,62,64,77,70,Sampdoria,56,70,183,1353-19-159296,1353,70,199763,76,60,68,25K,69,bartosz-bereszynski,87,25,1837,60,6M,79,50,77,60,70,DEF,50,72,true,68
83,50,59,57,80,78,AS Monaco,17,59,190,1353-19-159296,1353,81,190547,34,20,63,86K,90,kamil-glik,52,30,69,35,19M,67,26,83,85,29,DEF,27,51,true,51
71,57,47,25,77,65,Southampton,20,55,189,1353-19-159296,1353,72,220570,56,23,67,22K,77,jan-bednarek,68,22,17,23,3.2M,63,26,80,73,44,DEF,19,61,true,40
63,83,62,60,76,55,Atalanta,48,67,187,1353-19-159296,1353,83,234760,65,54,65,4K,69,arkadiusz-reca,79,23,39,51,425K,69,45,69,62,57,DEF,56,52,true,73
74,69,65,76,77,77,VfL Wolfsburg,76,77,176,1353-19-159296,1353,63,164994,74,68,76,35K,70,jakub-blaszczykowski,69,32,175,75,4.4M,65,67,74,48,75,MID,67,76,true,76
81,82,79,76,75,76,Napoli,70,85,180,1353-19-159296,1353,54,210406,79,80,82,64K,54,piotr-zielinski,84,24,48,80,24.5M,72,65,88,52,77,MID,65,76,true,84
78,61,80,81,85,74,Lokomotiv Moscow,40,77,186,1353-19-159296,1353,74,197242,59,69,79,1K,83,grzegorz-krychowiak,68,28,100765,52,9.5M,75,62,79,75,59,MID,42,52,true,65
70,51,70,68,73,69,Amiens SC,60,71,182,1353-19-159296,1353,60,221791,72,72,72,10K,59,rafal-kurzawa,65,25,1816,73,2.2M,67,67,73,50,73,MID,59,66,true,72
74,76,35,74,77,68,Genoa,43,73,183,1353-19-159296,1353,81,223113,72,63,64,15K,74,krzysztof-piatek,75,23,110556,47,8M,76,40,80,73,51,ATT,77,61,true,66
90,77,65,88,80,90,FC Bayern München,89,89,184,1353-19-159296,1353,84,188545,78,84,83,205K,84,robert-lewandowski,78,29,21,77,77M,78,86,90,85,62,ATT,91,78,true,85
84,80,81,23,89,74,Argentina,,21,186,1369-07-154994,1369,,139036,,24,25,0,90,roberto-carlos-abbondanzieri,70,33,1369,,0,67,67,85,24,17,DEF,13,,true,12
72,56,58,67,83,62,Inter,,66,183,1369-07-154994,1369,,139038,,54,69,0,77,nicolas-andres-burdisso,81,25,44,,0,78,64,76,72,48,DEF,12,,true,36
86,76,62,65,75,75,Valencia CF,,70,177,1369-07-154994,1369,,1131,,56,68,0,85,roberto-ayala,80,33,461,,0,82,70,86,88,60,DEF,31,,true,50
85,83,55,52,72,76,Manchester United,,82,178,1369-07-154994,1369,,8222,,50,75,0,76,gabriel-heinze,81,28,11,,0,82,84,84,89,77,DEF,40,,true,57
76,70,77,69,67,71,Hamburger SV,,74,173,1369-07-154994,1369,,156061,,68,80,0,77,juan-pablo-sorin,77,30,28,,0,72,74,78,72,78,DEF,56,,true,69
80,76,81,63,71,88,Argentina,,73,174,1369-07-154994,1369,,142754,,60,88,0,79,javier-mascherano,80,22,1369,,0,91,80,91,60,63,MID,50,,true,66
81,84,27,84,79,84,Atlético Madrid,,71,180,1369-07-154994,1369,,110381,,79,68,0,70,maximiliano-rodriguez,82,25,240,,0,81,68,84,72,59,ATT,86,,true,72
85,76,86,72,75,82,FC Porto,,89,185,1369-07-154994,1369,,142750,,77,89,0,77,luis-oscar-gonzalez,80,25,236,,0,86,85,90,78,80,MID,75,,true,82
83,82,81,67,62,86,Real Zaragoza,,90,170,1369-07-154994,1369,,10959,,78,87,0,61,pablo-cesar-aimar,84,26,244,,0,72,81,89,52,82,MID,69,,true,87
87,89,68,89,75,88,West Ham United,,86,173,1369-07-154994,1369,,143001,,85,83,0,88,carlos-tevez,88,22,19,,0,88,83,90,38,70,ATT,84,,true,83
88,84,32,87,78,93,Inter,,89,184,1369-07-154994,1369,,7512,,86,66,0,87,hernan-crespo,84,30,44,,0,86,93,91,94,44,ATT,94,,true,77
79,60,79,28,82,69,Argentina,,28,184,1369-08-155359,1369,,167435,,27,29,0,75,oscar-ustari,52,20,1369,,0,78,30,85,27,28,DEF,30,,true,27
86,77,78,88,75,68,Inter,,88,178,1369-08-155359,1369,,1041,,36,76,0,86,javier-zanetti,79,33,44,,0,90,56,85,73,76,DEF,30,,true,70
72,56,58,67,81,62,Inter,,66,182,1369-08-155359,1369,,139038,,54,69,0,77,nicolas-andres-burdisso,81,26,44,,0,78,36,76,72,48,DEF,23,,true,36
86,75,77,52,75,75,FC Barcelona,,79,179,1369-08-155359,1369,,138654,,27,76,0,86,gabriel-milito,82,26,241,,0,85,53,89,85,68,DEF,28,,true,56
78,68,55,52,72,73,Real Madrid,,73,178,1369-08-155359,1369,,8222,,25,71,0,75,gabriel-ivan-heinze,69,29,243,,0,73,31,83,84,68,DEF,22,,true,57
80,72,87,67,71,81,Liverpool,,81,174,1369-08-155359,1369,,142754,,65,89,0,69,javier-mascherano,74,23,9,,0,85,30,86,66,67,MID,53,,true,61
85,76,86,72,75,82,FC Porto,,89,185,1369-08-155359,1369,,142750,,77,89,0,77,luis-oscar-gonzalez,80,26,236,,0,86,73,86,74,74,MID,72,,true,82
82,84,66,84,79,84,Atlético Madrid,,79,180,1369-08-155359,1369,,110381,,79,65,0,76,maximiliano-rodriguez,82,26,240,,0,72,48,85,79,70,ATT,86,,true,72
87,77,88,82,79,88,Argentina,,93,182,1369-08-155359,1369,,23174,,85,94,0,74,juan-roman-riquelme,84,29,1369,,0,73,92,91,63,89,MID,77,,true,87
86,95,79,84,67,89,FC Barcelona,,94,169,1369-08-155359,1369,,158023,,84,90,0,64,lionel-messi,95,20,241,,0,73,70,93,63,83,ATT,80,,true,95
85,83,32,86,81,91,Inter,,86,184,1369-08-155359,1369,,7512,,86,66,0,85,hernan-jorge-crespo,79,31,44,,0,68,41,90,93,44,ATT,92,,true,77
77,50,73,31,87,63,Lazio,,22,187,1369-09-155725,1369,,167666,,22,23,0,70,juan-pablo-carrizo,52,24,46,,0,67,9,84,28,22,DEF,22,,true,22
86,85,74,82,75,85,Inter,,88,178,1369-09-155725,1369,,1041,,61,85,0,90,javier-zanetti,82,34,44,,0,86,57,88,68,81,DEF,48,,true,87
85,72,68,47,78,77,FC Bayern München,,66,184,1369-09-155725,1369,,134979,,34,73,0,88,martin-demichelis,74,27,21,,0,80,30,87,88,52,DEF,33,,true,58
79,64,55,52,72,72,Real Madrid,,70,178,1369-09-155725,1369,,8222,,25,71,0,82,gabriel-heinze,68,30,243,,0,67,31,83,79,69,DEF,22,,true,55
74,82,76,69,75,69,Argentina,,68,179,1369-09-155725,1369,,143025,,70,73,0,72,emiliano-papa,81,26,1369,,0,73,71,83,62,81,DEF,44,,true,55
85,74,79,68,85,90,Liverpool,,84,175,1369-09-155725,1369,,142754,,61,91,0,81,javier-mascherano,76,24,9,,0,91,50,88,55,68,MID,57,,true,66
84,84,77,87,79,87,Atlético Madrid,,85,180,1369-09-155725,1369,,110381,,81,88,0,76,maximiliano-rodriguez,82,27,240,,0,76,48,85,70,84,MID,86,,true,84
79,74,81,69,69,80,Real Madrid,,82,178,1369-09-155725,1369,,165517,,61,86,0,70,fernando-gago,75,22,243,,0,91,66,87,63,75,MID,36,,true,74
86,60,88,81,75,88,Argentina,,93,182,1369-09-155725,1369,,23174,,85,94,0,74,juan-roman-riquelme,66,30,1369,,0,70,96,91,55,89,MID,77,,true,87
90,96,79,79,67,87,FC Barcelona,,95,169,1369-09-155725,1369,,158023,,82,88,0,59,lionel-messi,93,21,241,,0,78,76,95,64,81,ATT,87,,true,97
